image_id,x_min,y_min,x_max,y_max,class_id
002_v1.png,886.38048,192.48020400000001,911.2003199999999,218.900676,1
002_v1.png,515.4497279999999,226.620324,538.729344,249.900324,1
002_v1.png,490.620096,214.21033799999998,512.299584,232.800582,1
002_v1.png,714.109824,130.399428,745.149312,167.64975600000002,0
002_v1.png,936.0403200000001,145.920204,959.319936,170.75065200000003,1
002_v1.png,722.590272,175.899606,750.499776,293.129538,2
002_v1.png,954.6693120000001,206.44995,971.7396480000001,232.829682,1
002_v2.png,963.980352,220.42027800000002,982.6001279999999,239.040786,1
002_v2.png,721.8696960000001,130.40001,751.349376,169.199622,0
002_v2.png,515.449728,215.76020400000002,540.279936,251.460084,1
002_v2.png,948.4600320000001,156.779742,963.979776,175.40956199999997,1
002_v2.png,912.760128,206.45053199999998,932.9397120000001,228.18008400000002,1
002_v2.png,722.589696,171.71036999999998,757.4791680000001,293.13070200000004,2
003_r1.png,473.54976,234.380712,492.169536,256.110264,1
003_r1.png,572.870016,194.02948800000001,599.2600319999999,242.13993599999998,1
003_r1.png,925.1798400000001,203.339742,943.799616,221.969562,1
003_r1.png,787.049856,150.57969599999998,819.6399359999999,194.02948800000001,1
003_r1.png,458.030016,291.810144,476.64979200000005,311.979936,1
003_r1.png,690.490368,203.80941599999997,736.5404159999999,376.87992,2
003_r1.png,687.7198080000001,161.440398,721.8696960000001,200.24001,0
003_r2.png,701.649792,173.109498,756.079488,350.359926,2
003_r2.png,793.259712,121.090338,828.949824,170.75007,1
003_r2.png,579.0804479999999,173.85969599999999,603.910656,217.30948800000002,1
003_r2.png,465.79046400000004,270.08059199999997,489.07008,291.810144,1
003_r2.png,484.409664,218.859936,506.13983999999994,243.69969600000002,1
003_r2.png,701.6901119999999,133.499742,732.7296,172.299354,0
003_r2.png,932.940288,183.170532,956.219904,206.45053200000004,1
003_v1.png,535.6298879999999,166.10047200000002,562.009536,218.859936,1
003_v1.png,627.6798719999999,189.85014600000002,679.3194239999999,368.49970199999996,2
003_v1.png,624.09024,152.13014399999997,656.6803199999999,186.270264,0
003_v1.png,425.43072,254.559816,445.610304,276.289368,1
003_v1.png,746.70048,128.850144,773.080128,173.85969599999999,1
003_v1.png,852.2294400000001,133.500324,873.9596160000001,156.780324,1
003_v1.png,886.3804799999999,178.510458,908.1106560000001,195.58051799999998,1
003_v2.png,626.2801919999999,188.46032999999997,682.11072,367.109886,2
003_v2.png,887.9299199999999,180.060324,906.6003840000001,204.90008400000002,1
003_v2.png,852.240384,127.299696,877.1005439999999,156.80011199999998,1
003_v2.png,742.0400639999999,127.299696,777.740544,173.85969599999999,1
003_v2.png,535.630464,166.09989000000002,565.110144,220.42027800000002,1
003_v2.png,426.990528,254.559234,445.610304,273.179742,1
003_v2.png,624.090816,153.68059199999996,658.2303360000001,186.270264,0
004_r1.png,731.180736,343.019742,757.560384,370.95923400000004,0
004_r1.png,827.4003839999999,164.53954799999997,847.6007040000001,189.369996,1
004_r1.png,855.340416,215.760204,878.620032,239.04020400000002,1
004_r1.png,999.670464,221.969562,1029.160512,285.599622,1
004_r1.png,498.37939200000005,299.57053199999996,523.2096,366.300324,1
004_r1.png,1022.95008,207.99981599999998,1050.8895360000001,232.830264,1
004_r1.png,729.600192,249.90032399999998,757.5603839999999,308.880204,0
004_r1.png,712.550016,204.900084,735.829632,237.48975600000003,0
004_r1.png,724.9703039999999,144.40002,762.220224,187.819548,0
004_r1.png,558.909504,296.460324,579.079872,318.189876,1
004_r1.png,633.4007039999999,204.900084,656.6803199999999,228.18008400000002,1
004_r2.png,543.3903359999999,260.770338,566.669952,287.15006999999997,1
004_r2.png,1021.40064,186.270264,1049.340096,211.10071200000002,1
004_r2.png,971.739648,198.689562,996.5698560000001,262.31962200000004,1
004_r2.png,852.230016,178.509294,875.509632,209.54968200000002,1
004_r2.png,802.570176,131.949294,822.74976,152.129562,1
004_r2.png,599.2600319999999,162.99026399999997,616.3303679999999,186.270264,1
004_r2.png,475.100352,256.110264,495.27072,324.399816,1
004_r2.png,723.419712,313.539696,752.90976,347.67981599999996,0
004_r2.png,720.310464,254.559234,749.8005119999999,285.599622,0
004_r2.png,721.8696960000001,231.279234,743.5895039999999,249.89974199999997,0
004_r2.png,698.59008,189.37989,723.420288,217.31006999999997,0
004_r2.png,695.4802559999999,114.87981599999999,734.2807680000001,159.889368,0
004_v1.png,830.510208,147.47007000000002,852.230016,175.40956200000002,1
004_v1.png,717.2098560000001,141.26013,749.799936,173.86027800000002,0
004_v1.png,729.630144,204.899502,768.430656,242.139354,0
004_v1.png,738.899712,279.40074,766.900224,310.40038799999996,0
004_v1.png,752.9103359999999,338.37072600000005,777.740544,377.17033799999996,0
004_v1.png,425.43014400000004,277.839816,444.060288,302.670264,1
004_v1.png,465.79046400000004,279.390264,489.07008,347.679816,1
004_v1.png,600.8100479999999,251.45950200000001,627.1896959999999,282.49989,1
004_v1.png,630.29952,189.38047199999997,655.099776,212.660472,1
004_v1.png,974.83968,206.45053199999998,1001.229696,273.180324,1
004_v1.png,903.45024,217.309488,926.7298559999999,240.58948800000002,1
004_v2.png,985.7105280000001,197.140278,1015.200576,267.000066,1
004_v2.png,721.869696,127.299696,752.909184,162.99026400000002,0
004_v2.png,738.9394560000001,192.480204,774.6295680000001,225.069876,0
004_v2.png,745.149888,262.320204,771.529536,287.150652,0
004_v2.png,756.009792,321.300084,782.3894399999999,356.990652,0
004_v2.png,445.610304,299.570532,467.34047999999996,322.85053200000004,1
004_v2.png,490.620096,298.019502,516.999744,363.20000999999996,1
004_v2.png,608.570496,229.72995,631.850112,257.66013,1
004_v2.png,633.3995519999999,176.959428,658.2297599999999,200.239428,1
004_v2.png,835.1602559999999,145.919622,856.890432,166.09989000000002,1
004_v2.png,909.660672,212.65989000000002,932.940288,229.72995,1
005_r1.png,694.669824,220.559958,746.309376,410.36994599999997,2
005_r1.png,523.2101759999999,239.040204,535.6298879999999,251.460084,1
005_r1.png,439.399872,293.36000999999993,453.370176,310.43007,1
005_r1.png,973.2896639999999,226.599954,995.01984,242.14051800000001,1
005_r1.png,689.269824,176.96001,728.070336,215.759622,0
005_r2.png,693.9302399999999,183.169368,729.63072,217.30948800000002,0
005_r2.png,693.2805119999999,216.37013999999996,750.500352,407.58042,2
005_r2.png,439.39987199999996,293.36000999999993,451.819584,308.879622,1
005_r2.png,521.659584,239.039622,541.829952,254.55923399999998,1
005_r2.png,974.8396799999999,225.069294,993.469824,245.249562,1
005_v1.png,462.68064,294.91045799999995,482.860224,313.540278,1
005_v1.png,710.0300159999999,182.88011400000002,771.43968,374.079918,2
005_v1.png,985.7105280000001,198.689562,1004.3003520000001,225.09955800000003,1
005_v1.png,891.029952,162.989682,905.0002559999999,178.50929399999998,1
005_v1.png,698.5900800000001,135.100242,731.18016,175.410726,0
005_v2.png,679.9599360000001,164.54013,712.550016,195.58051799999998,0
005_v2.png,686.299968,203.81058,750.499776,390.83045999999996,2
005_v2.png,970.1896320000001,190.930338,990.36,208.00039799999996,1
005_v2.png,875.5096320000001,169.199622,891.029376,187.82012999999998,1
005_v2.png,444.059712,318.189294,464.23008,338.3695620000001,1
006_r1.png,465.78988799999996,274.74008399999997,484.409664,298.020084,1
006_r1.png,802.570176,372.50968199999994,828.949824,412.85974200000004,0
006_r1.png,807.230016,325.950264,833.609664,370.95981600000005,0
006_r1.png,808.780032,285.600204,839.81952,321.30008399999997,0
006_r1.png,808.779456,189.37989,855.3398399999999,229.72995,0
006_r1.png,1122.279552,270.08001,1140.9096960000002,298.019502,1
006_r1.png,936.0403200000001,215.759622,962.4303359999999,235.93989,1
006_r1.png,659.7895679999999,221.969562,684.619776,251.459502,1
006_r2.png,703.240704,378.7196220000001,734.280192,417.519234,0
006_r2.png,541.830528,265.419936,565.110144,287.149488,1
006_r2.png,999.6704639999999,214.210338,1021.4006400000001,245.25072600000001,1
006_r2.png,811.8806400000001,190.92975599999997,832.0602240000001,215.760204,1
006_r2.png,676.8604799999999,187.819548,721.870272,228.180084,0
006_r2.png,695.480832,284.05033799999995,726.52032,322.8499499999999,0
006_r2.png,698.5900800000001,329.05989,731.18016,366.29974200000004,0
006_r2.png,364.90982399999996,355.440204,381.98015999999996,380.27065200000004,1
006_v1.png,866.199744,201.789876,887.92992,223.519428,1
006_v1.png,1063.309248,243.700278,1083.479616,270.08001,1
006_v1.png,728.0697599999999,329.060472,763.7702400000001,361.65014399999995,0
006_v1.png,721.870272,285.600204,756.0005760000001,322.850532,0
006_v1.png,706.349952,186.270264,746.6999040000001,231.27981599999998,0
006_v1.png,740.4900479999999,377.169756,768.429504,412.860324,0
006_v1.png,597.7100160000001,225.06929399999999,621.0,256.10968199999996,1
006_v1.png,430.09056,291.810144,442.510272,313.539696,1
006_v2.png,998.1204480000001,240.59007,1024.510464,259.21988999999996,1
006_v2.png,636.509952,229.730532,673.749504,274.74008399999997,0
006_v2.png,667.5505919999999,324.400398,697.030272,353.890338,0
006_v2.png,672.200064,364.749876,703.2395520000001,402.000204,0
006_v2.png,686.170368,412.85974200000004,718.7604479999999,454.76956199999995,0
006_v2.png,374.220288,355.440204,389.740032,378.720204,1
006_v2.png,535.629312,282.50047199999995,552.699648,302.670264,1
006_v2.png,797.9103359999999,218.859936,819.640512,242.139936,1
007_r1.png,562.010112,243.700278,585.289728,270.08001,1
007_r1.png,512.349696,271.629294,534.099456,293.399586,1
007_r1.png,695.47968,187.82071200000001,737.3894400000001,221.97014399999998,0
007_r1.png,714.1103999999999,254.559816,742.0406399999999,291.810144,0
007_r1.png,717.209856,296.49989999999997,759.1104,352.299732,0
007_r1.png,731.1807359999999,358.539354,765.320256,401.99962199999993,0
007_r1.png,423.880128,319.739742,444.059712,349.229682,1
007_r1.png,437.85043199999996,271.62987599999997,456.470208,296.460324,1
007_r1.png,1015.1896320000001,198.69014399999998,1038.469248,223.520592,1
007_r1.png,844.470144,181.620084,863.1002880000001,206.45053200000004,1
007_r2.png,714.1103999999999,352.33988999999997,742.0406399999999,391.139502,0
007_r2.png,707.900544,310.43007,738.9400320000001,341.470458,0
007_r2.png,700.1400960000001,285.600204,739.0005120000001,315.10062000000005,0
007_r2.png,693.929664,249.90032399999998,726.50016,280.899972,0
007_r2.png,679.9599360000001,180.06032400000004,712.550016,215.760204,0
007_r2.png,991.90944,206.45053199999998,1016.750016,226.620324,1
007_r2.png,428.539392,240.589488,445.609728,265.419936,1
007_r2.png,503.02944,260.769756,524.759616,284.049756,1
007_r2.png,560.45952,245.250144,577.529856,266.979696,1
007_r2.png,819.6399359999999,176.96001,844.470144,203.339742,1
007_r2.png,409.9104,285.600204,425.43014400000004,308.880204,1
007_v1.png,940.699584,145.920204,960.869952,167.64975600000002,1
007_v1.png,672.200064,167.64917400000002,706.349952,209.54968200000002,0
007_v1.png,673.7506559999999,240.59065199999998,704.790144,273.180324,0
007_v1.png,675.309888,282.499308,709.4494080000001,307.32975600000003,0
007_v1.png,673.75008,307.33033800000004,714.1103999999999,333.71007000000003,0
007_v1.png,689.2698240000001,349.229682,714.1104,380.27007,0
007_v1.png,392.840064,285.600204,417.67027199999995,307.32975600000003,1
007_v1.png,548.039808,211.099548,566.669952,234.379548,1
007_v1.png,814.990464,172.300518,838.27008,200.24001,1
007_v1.png,873.960192,183.170532,891.030528,204.90008400000002,1
007_v1.png,979.500096,184.720398,1001.230272,212.65989,1
007_v2.png,996.5704320000001,147.470652,1015.190208,169.200204,1
007_v2.png,724.99968,207.999234,762.200064,249.899742,0
007_v2.png,738.939456,274.74008399999997,768.3995520000001,308.88020399999994,0
007_v2.png,748.24992,318.189294,774.6295680000001,349.229682,0
007_v2.png,752.899968,350.779548,783.900288,377.169756,0
007_v2.png,766.870272,384.930144,797.9097600000001,422.18047199999995,0
007_v2.png,451.82016,339.919428,467.339904,364.749876,1
007_v2.png,600.8100479999999,266.979696,620.9896319999999,291.810144,1
007_v2.png,867.74976,187.82013,894.139776,215.759622,1
007_v2.png,931.390272,192.480204,950.0100479999999,214.209756,1
007_v2.png,1035.369792,183.170532,1057.099968,206.45053200000004,1
008_r1.png,667.54944,117.97954800000001,700.13952,155.22987600000002,0
008_r1.png,659.779776,154.99940399999997,726.7697280000001,340.589892,2
008_r2.png,763.7702400000001,128.850144,799.47072,164.540712,0
008_r2.png,757.48032,164.729862,817.490304,358.73025,2
008_v1.png,758.869632,170.310078,814.7001600000001,358.73025,2
008_v1.png,752.910336,128.850726,785.500416,167.650338,0
008_v2.png,574.429824,119.53930799999999,605.4693120000001,155.22987600000002,0
008_v2.png,578.829888,161.93975400000002,637.4494080000001,351.74974199999997,2
009_r1.png,932.9397119999999,235.93930799999998,954.669888,257.659548,1
009_r1.png,1064.8598399999998,293.359428,1086.590016,316.639428,1
009_r1.png,570.460032,743.9397540000001,622.0995839999999,956.079918,2
009_r1.png,498.37996799999996,358.53993599999995,520.110144,384.930144,1
009_r1.png,476.649792,260.769756,496.82937599999997,285.600204,1
009_r1.png,1078.490304,697.8802740000001,1151.060544,876.52983,2
009_r1.png,774.2303999999999,178.68971400000004,828.660096,357.33927,2
009_r1.png,777.7399680000001,131.949876,821.1899520000001,176.959428,0
009_r2.png,568.219968,161.439234,602.359488,203.339742,0
009_r2.png,567.670464,212.19021600000002,631.870272,393.62056800000005,2
009_r2.png,296.619264,398.89988999999997,313.6896,425.27962199999996,1
009_r2.png,718.760448,215.760204,742.040064,240.590652,1
009_r2.png,853.7904,288.699936,872.4101759999999,315.090144,1
009_r2.png,267.130368,293.36001000000005,291.960576,319.739742,1
009_r2.png,377.85024000000004,753.7092059999999,432.279936,1003.53969,2
009_v1.png,374.219712,372.51026399999995,388.190016,395.790264,1
009_v1.png,937.58976,325.94968200000005,967.0993920000001,350.799918,1
009_v1.png,622.10016,226.140756,680.71968,402.00020400000005,2
009_v1.png,611.669952,178.510458,650.470464,218.860518,0
009_v1.png,495.27014399999996,277.839816,518.54976,302.670264,1
009_v1.png,948.460032,218.859936,973.29024,243.69969600000002,1
009_v2.png,939.1507200000001,329.05989,962.430336,355.439622,1
009_v2.png,611.6699520000001,180.059742,648.919872,221.96956200000002,0
009_v2.png,495.280512,276.28995000000003,517.0003200000001,304.22013000000004,1
009_v2.png,950.0100479999999,223.519428,971.740224,248.34987600000002,1
010_r1.png,912.760704,201.790458,936.0403200000001,229.72995,1
010_r1.png,703.050048,184.270512,747.7096319999999,347.57039999999995,2
010_r1.png,698.59008,144.369756,735.829632,187.81954799999997,0
010_r1.png,501.479424,254.559816,518.54976,279.390264,1
010_r1.png,613.2297599999999,181.62066600000003,631.849536,208.00039800000002,1
010_r1.png,777.7399680000001,162.99026399999997,797.910336,186.270264,1
010_r2.png,683.070336,203.339742,706.349952,223.52000999999998,1
010_r2.png,482.860224,183.16995,518.550336,221.969562,0
010_r2.png,299.719296,302.669682,316.789632,333.71007000000003,1
010_r2.png,399.04992000000004,225.06929399999999,419.229504,256.10968199999996,1
010_r2.png,488.10988800000007,221.959668,548.13024,386.64937199999997,2
010_r2.png,560.460672,192.47962200000003,585.3000959999999,211.10013,1
010_v1.png,667.5505919999999,156.780324,698.5900800000001,192.480204,0
010_v1.png,492.170112,271.62987599999997,509.240448,294.909876,1
010_v1.png,608.56992,197.139696,628.749504,217.309488,1
010_v1.png,768.4300800000001,162.989682,783.949824,181.61950199999998,1
010_v1.png,894.140352,192.480204,912.7601279999999,214.209756,1
010_v1.png,669.549312,192.65073,722.5896959999999,361.52035800000004,2
010_v2.png,760.670208,181.620084,785.5004160000001,203.340324,1
010_v2.png,532.5200639999999,192.48020400000001,572.870016,228.180084,0
010_v2.png,386.63020800000004,346.12994999999995,408.360384,363.20001,1
010_v2.png,485.95968,248.349876,510.78988799999996,270.079428,1
010_v2.png,636.509952,175.410144,659.7895679999999,197.13969600000001,1
011_r1.png,495.269568,190.92975599999997,516.999744,215.760204,1
011_r1.png,686.170368,150.580278,718.7604479999999,190.930338,0
011_r1.png,698.8602239999999,194.039964,740.7296640000001,351.750324,2
011_r2.png,523.2096,147.47007,555.7996800000001,189.37989,0
011_r2.png,521.610624,188.459748,562.080384,346.170108,2
011_r2.png,327.65990400000004,186.26968200000002,352.490112,215.759622,1
011_v1.png,867.750336,145.920786,900.3507840000001,167.60028599999998,1
011_v1.png,659.7901439999999,111.78066600000001,693.929664,150.580278,0
011_v1.png,654.1994880000001,157.750518,703.0500480000001,318.260298,2
011_v2.png,656.9896319999999,163.33946400000002,703.0500480000001,316.859424,2
011_v2.png,867.7491839999999,145.919622,906.549696,172.299354,1
011_v2.png,661.34016,116.429682,692.379648,156.779742,0
012_r1.png,620.9902079999999,186.26968200000002,645.820416,204.899502,1
012_r1.png,693.279936,166.130154,742.130496,316.86000599999994,2
012_r1.png,695.47968,133.500324,729.6295680000001,167.649756,0
012_r1.png,504.589824,256.109682,527.86944,276.28995000000003,1
012_r1.png,881.720064,200.24001,906.5502720000001,220.420278,1
012_r1.png,774.6307199999999,159.89053199999998,802.570176,178.500564,1
012_r2.png,475.10035200000004,170.749488,509.239872,206.449368,0
012_r2.png,664.3992959999999,209.55026400000003,690.7996800000001,231.300768,1
012_r2.png,557.360064,189.38047199999997,582.20064,209.550264,1
012_r2.png,403.710336,231.27981599999998,425.43014400000004,256.110264,1
012_r2.png,305.930304,325.950264,326.10988799999996,349.23026400000003,1
012_v1.png,676.530432,150.780486,714.210048,295.930122,2
012_v1.png,664.4396160000001,113.329368,693.929664,150.579696,0
012_v1.png,496.82937599999997,221.96956200000002,516.999744,240.59007,1
012_v1.png,603.91008,159.89053199999998,617.8803839999999,180.060324,1
012_v1.png,752.9097600000001,113.33053199999999,771.529536,133.500324,1
012_v1.png,880.170624,144.369174,903.45024,162.989682,1
012_v2.png,662.569344,124.26049200000001,701.649792,272.200236,2
012_v2.png,648.9192959999999,85.390458,684.619776,124.19006999999999,0
012_v2.png,492.170688,207.99981599999998,512.350272,229.72936800000002,1
012_v2.png,589.950144,131.949876,608.5699199999999,155.22987600000002,1
012_v2.png,738.9400320000001,114.87923399999998,754.4597759999999,133.499742,1
012_v2.png,852.240384,184.720398,877.1005439999999,200.200434,1
013_r1.png,667.550016,147.47007,706.350528,187.82012999999998,0
013_r1.png,679.320576,189.849564,739.33056,397.80980400000004,2
013_r1.png,400.599936,299.570532,419.23008,322.85053200000004,1
013_r1.png,434.749824,186.27026399999997,456.469632,212.660472,1
013_r1.png,562.010112,192.479622,585.289728,218.85935399999997,1
013_r1.png,765.3196800000001,167.649756,788.5992960000001,189.379308,1
013_r1.png,948.4594559999999,231.300186,970.1896320000001,253.00995,1
013_r2.png,558.91008,229.72995,599.2600319999999,271.630458,0
013_r2.png,652.0296960000001,262.320786,681.509376,290.26027799999997,1
013_r2.png,332.310528,296.459742,357.149952,324.399234,1
013_r2.png,564.870528,274.989762,609.54048,485.74011,2
013_r2.png,461.13004800000004,287.15006999999997,482.860224,315.089562,1
013_r2.png,307.48032,412.860324,333.870336,439.250532,1
013_r2.png,838.27008,336.82027800000003,861.549696,363.20001,1
013_v1.png,522.999936,194.04054599999998,602.5593600000001,406.190022,2
013_v1.png,766.870272,142.819308,790.149888,167.64975600000002,1
013_v1.png,639.609408,169.20020399999999,669.0994559999999,194.030652,1
013_v1.png,521.660736,153.68000999999998,555.800256,194.03007,0
013_v1.png,444.059712,209.54968200000002,470.43935999999997,237.489174,1
013_v1.png,295.069824,325.950264,324.549504,350.780712,1
013_v1.png,813.4300800000001,248.349876,847.599552,274.740084,1
013_v2.png,872.4101760000001,149.019936,898.7898240000001,173.85969600000004,1
013_v2.png,925.17984,256.109682,951.559488,284.049174,1
013_v2.png,630.4700160000001,184.26993,666.76032,401.99962200000004,2
013_v2.png,631.8495360000001,144.369756,661.339584,187.81954799999997,0
013_v2.png,385.07961600000004,257.659548,406.809792,284.049756,1
013_v2.png,548.039808,183.170532,574.429824,206.45053200000004,1
013_v2.png,749.799936,172.300518,776.189952,200.24001,1
014_r1.png,515.4503040000001,156.78032399999998,537.18048,180.060324,1
014_r1.png,672.200064,121.090338,706.349952,159.88995,0
014_r1.png,389.740032,221.96956200000002,413.019648,248.34929400000001,1
014_r1.png,400.59936,164.54013,422.32953599999996,184.720398,1
014_r1.png,954.670464,189.37989,976.390272,217.31006999999997,1
014_r1.png,799.470144,144.36975600000002,827.400384,166.099308,1
014_r1.png,672.340032,163.33946400000002,712.82016,413.159472,2
014_r1.png,546.489792,159.89053199999998,574.429248,180.060324,1
014_r2.png,565.109568,268.530144,589.950144,290.259696,1
014_r2.png,690.490368,288.949614,733.7502720000001,538.780098,2
014_r2.png,529.419456,268.529562,549.589824,294.909294,1
014_r2.png,388.190592,316.639428,409.9104,341.46987600000006,1
014_r2.png,703.240128,242.139354,743.6004479999999,285.599622,0
014_r2.png,406.809792,262.320204,433.18944,287.150652,1
014_r2.png,981.050112,341.470458,1005.8803200000001,370.960398,1
014_r2.png,835.15968,277.839816,858.439296,310.429488,1
014_v1.png,608.56992,176.96001,645.81984,218.860518,0
014_v1.png,507.69043200000004,234.38012999999998,534.0700800000001,262.319622,1
014_v1.png,361.799424,324.399816,386.62963199999996,347.679816,1
014_v1.png,780.8399999999999,145.92078600000002,802.570176,173.86027800000002,1
014_v1.png,892.590336,119.53989,914.3101439999999,138.16039800000001,1
014_v1.png,918.97056,170.74948799999999,945.350208,197.13969600000001,1
014_v1.png,742.040064,155.22987599999996,768.43008,176.959428,1
014_v2.png,645.8198399999999,195.599724,683.099712,223.519428,1
014_v2.png,619.4304,211.099548,638.060544,228.18008400000002,1
014_v2.png,754.4603520000001,142.819308,780.84,164.53954800000002,1
014_v2.png,413.02022400000004,338.37014400000004,434.7504,360.09969600000005,1
014_v2.png,295.069824,465.630264,319.90003199999995,487.359816,1
014_v2.png,501.479424,246.80001000000001,534.069504,288.700518,0
014_v2.png,793.2602880000001,190.92975599999997,816.5399040000001,214.209756,1
015_r1.png,746.70048,138.16039800000001,780.84,176.96001,0
015_r1.png,501.47942400000005,293.36000999999993,520.109568,313.540278,1
015_r1.png,605.4698880000001,231.27981599999998,625.640256,253.009368,1
015_r1.png,645.820416,200.240592,669.100032,221.970144,1
015_r1.png,830.5096320000001,152.13014399999997,849.129408,173.85969599999999,1
015_r1.png,993.469824,184.72039800000002,1018.3000320000001,211.10013,1
015_r1.png,513.899712,240.59065199999998,532.519488,262.320204,1
015_r2.png,481.30963199999997,169.199622,516.9997440000001,211.10013,0
015_r2.png,256.270464,319.73916,277.990272,336.819696,1
015_r2.png,271.790208,270.079428,287.30995199999995,293.359428,1
015_r2.png,366.459264,263.87007,383.5296,284.05033799999995,1
015_r2.png,408.360384,235.940472,430.09056,256.110264,1
015_r2.png,574.4298239999999,175.410144,596.1496319999999,198.690144,1
015_r2.png,738.9394560000001,183.169368,760.699584,203.29958399999998,1
015_v1.png,589.950144,228.180084,628.6999679999999,263.870652,0
015_v1.png,371.10988799999996,353.889756,388.18944,375.619308,1
015_v1.png,523.200384,280.940712,548.039808,302.67026400000003,1
015_v1.png,715.65984,214.209756,734.279616,235.939308,1
015_v1.png,757.559808,214.209756,780.839424,234.379548,1
015_v1.png,841.3695359999999,172.299354,863.099712,192.479622,1
015_v1.png,872.4101759999999,207.99981599999998,894.140352,229.72936800000002,1
015_v2.png,602.360064,197.140278,636.509952,235.93989,0
015_v2.png,878.619456,212.659308,898.7898240000001,234.379548,1
015_v2.png,853.7898240000001,170.74948799999999,870.8601600000001,195.579936,1
015_v2.png,763.769664,203.34032399999998,783.949248,225.069876,1
015_v2.png,720.310464,201.789876,740.490048,223.519428,1
015_v2.png,521.659584,235.940472,541.8000000000001,262.300416,1
015_v2.png,363.35001600000004,296.459742,381.98015999999996,315.08956200000006,1
016_r1.png,701.690688,155.22987600000002,735.8302080000001,200.23942799999998,0
016_r2.png,499.93055999999996,181.620084,540.3000959999999,225.10014,0
016_v1.png,703.240704,122.640204,734.280192,159.890532,0
016_v2.png,675.309888,155.22987600000002,701.689536,190.92975599999997,0
017_r1.png,757.559808,119.53989,794.7993600000001,159.88995,0
017_r1.png,630.3000959999999,172.29993599999997,652.0302720000001,195.579936,1
017_r1.png,527.870016,253.010532,548.040384,273.180324,1
017_r1.png,624.09024,235.940472,667.5505919999999,265.419936,1
017_r1.png,864.6503040000001,155.230458,883.27008,173.860278,1
017_r1.png,984.1507200000001,218.859936,1004.3303040000001,245.25014400000003,1
017_r2.png,864.6503040000001,237.489174,883.27008,256.10968199999996,1
017_r2.png,627.1896959999999,145.920204,665.990208,183.17053199999998,0
017_r2.png,414.569664,293.36000999999993,434.749248,313.540278,1
017_r2.png,512.349696,206.44995,534.069504,232.829682,1
017_r2.png,512.350272,273.180324,558.910656,294.909876,1
017_r2.png,742.040064,164.53954799999997,765.3196800000001,187.819548,1
017_v1.png,937.58976,206.449368,956.219904,231.279816,1
017_v1.png,827.399808,208.00039800000002,867.74976,225.070458,1
017_v1.png,681.509376,96.25989,717.2098560000001,136.60995,0
017_v1.png,478.200384,243.699696,498.37996799999996,263.869488,1
